#visible_distance(float) space view_sector(float)
100 135
#sequence of units
#2D_position(float;float) space 2D_direction(float;float)
8309.23;-343.253 -3.57357;0.330363
-6634.85;4582.98 2.70867;-1.79495
9281.28;6978.17 -0.888546;-3.42586
4143.14;-800.857 4.60692;3.35292
9350.14;5888.23 4.32798;4.29777
-4570.17;3903.45 -0.892514;0.645009
-15.1377;-457.854 3.00439;2.78375
-2925.89;1492.79 -2.1218;2.77551
-2280.21;-6886.89 -0.920286;3.53755
688.987;-1821.4 1.31733;-2.50664
2394.49;6729.54 -1.24104;2.51457
3322.59;4929.78 -1.56178;-2.0455
-4800.81;6547.7 1.0213;-1.4037
-2700.83;-6882.64 -1.99881;-0.677969
-4831.17;-2769.6 -0.620594;-1.68355
-194.893;-7195.05 0.897702;1.61946
5747.15;-4902.61 4.88556;-3.16187
-8703.25;-3058.56 3.78048;-1.16871
1148.73;-5696.86 0.389874;-4.82025
5863.39;8205.1 3.94955;4.25474
8527.63;808.529 -3.95108;3.6932
-454.268;4023.39 -4.51781;2.10074
5506.8;3245.69 -3.91629;1.78701
1429.8;6741.85 -3.3816;-4.653
7006.25;-7142.51 -3.21497;3.90713
5352.25;-2748.1 -1.60848;-0.161596
4859.75;-4909.91 -4.22605;1.76077
-5184.1;8487.62 4.51231;4.63897
3220.23;765.095 2.50938;2.79351
7551.26;6409.29 2.50023;-1.36799
241.872;2364.3 0.0437937;4.91607
-3021.51;6824.39 -3.93094;3.37489
-9217.93;4601.42 -1.96677;-2.51915
-5191.6;-1583.2 -1.24317;2.19718
8761.46;9316.19 -3.00531;-1.49098
-4139.8;8159.16 -1.18976;-4.44548
3874.58;-6602.64 3.81283;-1.83462
-5384.66;-8261.03 -4.68291;2.62932
605.442;-8341.55 -1.50166;-1.51296
5397.17;-3082.1 -4.41099;-0.818659
-1731.7;4761.96 2.19718;-0.641041
-8379.85;2660.87 3.79452;1.65181
4027.44;-6496.54 -3.55403;0.739922
2542.52;-6138.52 0.840632;-2.48772
-6361.45;-3393.36 3.68221;1.14002
-4708.78;-8301.16 -4.49187;1.86819
5040.46;-921.747 -1.00116;2.34703
-5100.77;2423.13 -3.16797;0.30839
-8097.18;-1275.84 3.15607;0.402997
-4389.47;-3520.62 -2.26463;-1.99057
-3585.62;-8928.38 -3.1637;2.83074
-4958.16;-7550.52 -0.0877409;-4.91516
7525.26;3203.43 -3.84701;2.1099
-6619.6;3527.63 -0.0398264;-1.81295
7921.47;8833.05 -0.591296;-4.59624
-5095.82;-4298.56 -3.23725;-1.63991
4653.79;4073.1 -4.89868;0.537584
-6779.81;6555.97 0.123142;-4.85992
6204.19;1663.03 1.18519;-1.77847
-3934.32;-3629.3 0.646534;-3.0929
1912;-375.131 -4.42595;0.530564
-3420.11;8772.46 0.872677;-2.51274
-427.858;-1210.32 -2.09555;-4.37071
2755.65;7929.14 -2.34092;-0.997192
-9103.44;-5268.59 2.53838;-1.2508
-5229.42;6586.66 -4.18638;0.975829
-6256.75;-68.9619 2.82495;-0.585193
-3720.96;1001.96 2.97784;-4.32249
3638.84;3153.67 -3.39412;4.92065
-800.885;-8051.69 -4.24192;-0.268105
3464.46;-3727.7 2.97479;0.056612
2445.82;-1273.26 -2.88842;1.96585
-5969.68;-5914.66 0.283365;3.08741
-2811.68;-8152.02 4.97558;-2.48924
8362.1;-8608.79 -4.59929;-2.02475
-8392.95;4640.89 2.15232;-1.84439
-1769.24;6045.92 4.22147;2.85974
789.992;-3742.47 -2.55852;-1.05335
1775.66;3551.6 3.42097;4.7824
1816.28;5045.28 -1.97684;1.03992
-2468.39;484.27 3.46583;0.66393
2633.02;-2330.99 3.08954;0.802789
2329.04;-6273.75 2.87072;4.53093
1772.44;8491.1 -1.27064;-4.83551
4327.66;-5794.85 3.70632;0.992004
6126.15;-6590.62 4.05972;3.22047
-8755.11;-2048.25 -1.64357;4.96521
-4653.58;-7618.17 -1.39119;4.07987
-572.187;5905.04 -2.47276;-2.34703
-76.1514;6500.02 0.949278;0.970946
-1780.73;-369.958 -0.496078;-1.22913
-3996.65;-1898.27 -1.41926;1.58956
-644.953;2846.68 0.658437;-4.97803
6637.57;-4801.11 -0.937681;4.70367
1651.5;6129.83 -2.79199;4.82574
1288.07;3411 2.39677;3.00195
-6299.93;-4019.39 -1.77725;-0.708488
1666.81;3747.42 4.66063;2.19749
-4058.11;-4550.21 -0.116428;-0.551928
4441.7;-967.971 2.89026;-3.62178
-6176.2;5104.56 0.988953;-0.281228
-1006.78;-2254.15 1.21204;-0.390484
3038.1;-7297.72 -0.285806;-2.35191
5991.03;-9066.4 -1.77328;3.78475
7341.36;5593.57 1.61916;-0.121311
7113.36;-3718.19 -4.3582;2.72698
-8644.69;-1747.14 -1.09577;4.37773
6785.77;2614.91 -1.84591;2.54112
-5841.46;4867.93 0.920591;-1.08783
3593.42;77.6816 4.58312;-1.78549
-1475.23;8597.46 -4.07346;-4.22147
1059.35;3345.81 0.252235;-3.52992
7685.75;7624.75 4.09543;2.77673
2217.35;-6156.8 0.624256;4.86694
-5212.6;182.665 1.77389;0.436262
6506.08;3101.59 -3.81802;-2.84967
2715.11;-344.646 -3.0108;-4.50438
8977.05;4113.01 -1.43757;4.85687
5667.52;5737.5 -3.79177;0.626087
1818.05;-694.995 -2.06198;-4.83764
-4885.88;5673.06 2.34367;0.409406
-3330.34;9024.52 1.6512;4.98657
-6000.18;5543.21 4.01212;3.56502
-6224.04;-2346.96 4.09574;1.34175
-684.467;-877.369 -3.95688;1.42476
8920.22;-3827.46 -2.14957;-2.0632
964.587;3772.35 1.23615;2.66137
-8216.85;-4072.48 -3.93765;-1.97256
2916.25;-3023.94 3.36818;4.2642
5323.1;1845.4 -3.92178;3.51833
-8772.79;-6196.78 1.45161;-1.23493
934.193;4793.27 4.32859;0.312967
-3254.81;6544.28 -4.75738;-2.28294
2414.29;2437.96 2.45933;-0.0813317
-6119.72;-2523.9 1.99881;1.41804
-3359.1;-5305.55 4.71587;-2.70531
4851.51;-9107.89 4.48607;4.88952
-7199.74;9173.36 -3.42555;4.95636
3112.46;-6478.08 0.237586;0.102389
-8412.84;8961.89 4.62767;3.32423
3709.76;390.486 2.06137;4.45372
-6358.87;-3462.77 -2.2869;-2.67235
8258.11;-6254.03 -0.20249;-4.50774
-8157.59;-36.8691 -0.699637;-0.744499
7621.46;8851.79 3.32667;1.89779
2795.52;-3132.61 1.12079;-2.14194
5331.87;8384.52 -3.17286;0.703909
8398.8;-2469.14 -1.94845;3.69808
6415.92;8172.29 4.28434;0.777459
-8045.96;-8065.09 4.24986;0.752434
8535.55;-6880.24 -3.75454;2.54356
-5035.97;527.809 0.531785;4.2642
-4552.94;-7829.66 -2.16849;3.96359
-8090.83;7481.32 3.01019;4.84375
6461.22;-1116.83 -2.00919;2.75994
6963.08;-2363 2.97266;-1.18
5509.32;-4280.6 0.00991869;4.8941
-6563.09;4925.9 -1.98172;4.84405
-7926.28;8217.94 3.27021;-0.707877
-8125.45;6510.53 4.43846;-3.2635
3808.47;4911.38 -3.74477;-1.17695
-4294.56;-5743.97 0.848567;2.59423
-7388.07;-7052.16 0.810724;-2.47795
3418;2389.03 3.07459;0.137791
-2392.14;-3735.49 -2.3513;4.07132
-639.314;-576.982 0.281533;-1.68508
7415.74;8494.9 3.10938;1.52242
-7937.62;-5920.44 2.35954;-4.84802
8855.13;-5772.72 -2.83471;3.27601
-379.717;5430.82 -1.4452;1.85507
1094.69;-6301.27 2.68212;-4.69359
628.797;7792.75 -2.64641;3.16156
-6295.97;-170.859 -4.0759;4.64019
-2220.36;-2509.87 -2.38639;3.94223
7000.89;-6041.03 -1.68569;4.08017
-8228;-2500.35 0.948973;2.05252
1177.54;-6973.01 -0.559862;3.18384
-5693.04;65.8955 -4.64019;-2.56676
-8429.43;-2071.12 1.31214;-4.51048
6618.06;-5634.05 0.11948;-2.53594
735.821;8528.51 3.87204;1.99332
324.286;5616.01 1.90237;-1.43635
-5485.36;-4964.09 1.74978;0.873898
-7573.53;-1307.79 2.17154;4.04111
4107.31;-8930.51 2.27256;3.47133
-6022.04;-4685.67 -4.19309;-1.80197
-6738.51;-3868.87 4.72137;-3.48811
-2169.37;631.623 0.993225;-3.31935
3245.71;-196.328 0.839717;0.586413
5392.69;-3570.76 0.347148;3.08039
6318.37;-961.825 -3.40938;4.87518
602.79;856.449 3.305;1.78487
188.403;8535.28 -4.83428;-1.87551
-390.482;-7208.67 -0.247658;-2.91803
-5411.58;-9129.58 1.24195;-4.12442
-7368.85;-5516.22 4.90905;-1.49098
156.981;-111.649 -3.51192;3.93796
-1790.96;527.971 -4.54009;2.45537
1297.26;5353.27 -3.67306;-1.88253
-8652.41;-8286.52 -3.06024;0.0129704
4676.9;4241.68 -2.06198;0.193945
-999.267;-3030.24 2.36442;1.07959
-1669.74;-3272.64 -0.481124;0.145726
-3848.28;1762.94 2.11386;4.70977
4712.88;-8020.87 0.791193;4.62798
5844.54;-3694.25 -4.93408;-4.28556
7746.87;7075.47 4.75921;1.69729
-104.249;-1478.21 0.979186;-2.48344
-7859.2;4111.67 0.717948;1.79037
3457.92;-3143.28 4.12381;1.24805
3252.46;3628.53 -1.49037;4.94995
345.018;-3843.8 -1.8337;1.10492
7797.66;7959.68 4.03348;4.2996
5508.74;1700.13 2.30216;-4.05332
-5046.78;-8970.59 -3.99869;-4.22727
-6697.12;-3597.5 -1.36219;-2.85028
6426.67;-8907.76 3.94742;4.08872
-7200.98;2652.52 0.823847;2.70684
4121.13;-4753.69 -2.51549;4.97772
2338.77;-9115.3 3.93826;-2.41997
-3673.13;152.104 -3.18629;3.65841
-2076.49;866.485 -4.382;0.302591
1454.03;-7338.23 4.47996;-0.434126
-1264.15;-10.8809 -1.55629;-4.17112
-4182.59;-3249.16 -1.61916;-2.67479
6896.21;9097.6 3.57112;4.63805
-8277.17;3862.05 -3.97397;3.9816
4409.34;1980.87 -4.38658;-1.91702
8087.98;6135.48 0.042573;2.47276
7219.97;-856.805 -1.22394;-0.00473022
6846.16;4471.46 4.93316;1.35975
-6399.4;8451.61 4.23795;4.53368
-3886.27;-8532.63 -4.91455;0.800043
-703.705;-4459.96 -1.21632;0.286417
7669.13;580.458 4.02921;4.77691
-4299.6;-6509.73 4.68932;0.624256
3707.93;2306.56 4.94293;-0.427107
7809.79;4702.59 0.851009;0.301065
5056.94;-5544.94 2.41264;-1.49953
-2980.91;5559.93 -4.82788;-1.69546
2496.59;-5797.7 -4.55962;2.87439
1835.27;-1003.26 -1.80746;-3.04132
-1798.32;5072.54 1.70125;-0.759758
7015.7;5414.96 -2.02628;-2.72393
-5311.37;-4641.08 3.05048;2.85241
-2435.1;-7943.23 -3.7701;0.558031
4286.07;-2592.91 2.28233;-2.60308
-3297.75;-3771.36 -4.2877;-3.75393
6174.92;-651.354 1.13788;0.972472
-3332.08;4507.23 -1.15864;-3.97488
-3084.7;-5785.79 -0.437483;-1.68722
1261.95;7550.27 -2.41111;4.17447
6731.22;3922.26 -3.78658;-0.733818
-2285.02;-6670.42 4.61272;4.16715
8716.72;5288.87 0.218055;3.52077
3750.82;6422.07 -4.36369;1.52486
-5595.17;-4945.78 4.1818;1.58132
7568.09;9.17285 3.08588;2.91803
-3125.9;-6655.64 -1.55477;1.99606
1236.38;9068.21 0.96942;1.51631
6832.01;3881.02 -3.40754;4.83276
-1880.7;6959.63 1.01123;-1.40828
328.094;3833.5 2.20908;1.40492
-2064.18;-7960.33 0.0346384;1.36982
5111.41;-341.354 -3.1109;0.250404
8743.41;-5473 -1.40553;-2.86889
5382.42;3258.11 -0.505539;-0.644703
-1619.02;3754.76 0.860775;3.56227
-5489.52;1340.11 -3.33949;4.63225
-6210.66;-2151.65 -4.24986;-4.64232
-6433.7;8950.11 4.55626;4.64629
592.538;2919.95 -0.690481;-2.92749
-637.983;6996.73 1.88986;1.59139
-2208.42;-105.163 -1.65151;2.22221
7560.62;316.563 4.16807;-1.48213
7461.58;6440.7 -4.67711;-1.36525
1670.12;-3868.1 -0.796075;2.80816
3043.39;6566.31 4.46715;0.0535603
-1150.61;-6103.02 3.87356;-4.09726
1747.21;704.042 -0.823542;3.98679
7069.87;4679.88 2.12516;-0.721305
-4404.35;-5593.67 0.641041;-4.18973
2773.94;-8949.94 4.23582;-3.32606
-6192.79;-1588.46 -2.27287;-0.880306
1641.49;10.8076 -2.68029;2.56584
-5240.39;3738.46 -1.88833;2.32994
4428.53;-1582.39 -2.91284;-3.10389
-3431.78;4474.03 0.663625;1.52913
-393.641;-7721.83 0.849483;-3.95138
-8232.85;-4425.41 -0.922117;-0.421613
4568.38;-6120.99 1.77999;0.0755334
567.419;153.139 -3.24274;1.46443
170.844;303.2 4.41984;-3.82687
-2535.8;-784.909 2.9461;-4.0997
-5372.51;1453.1 1.43605;-1.59017
3481.9;-201.789 0.11124;3.17866
-1107.92;-596.998 1.63045;3.70144
-808.363;5546.18 2.57836;-0.729545
4342.98;2790.08 -0.80401;4.03806
3309.38;-1353.25 -3.58974;-3.82107
-979.619;-3720.67 4.22636;4.96155
8424.46;5646.09 0.544603;-1.45924
4239.84;-6088.01 4.47111;0.290384
-8424.81;-6747.76 -0.827815;-3.52321
4683.56;-5033.64 -1.65365;3.09839
-437.143;-6948.11 -4.62798;4.6939
7679.98;5562.8 -0.808893;2.93878
898.695;1866.22 -4.00479;-2.1633
-4018.67;-899.149 0.775018;-0.677053
-6215.41;2241.13 -2.20511;2.08976
-8467.49;-3267.78 4.05637;1.44612
7570.74;-5781.88 4.8117;3.02759
-5328.69;-3916.88 -4.80987;4.16349
-2162.24;2178.81 -2.99615;-0.281838
-1918.37;1899.03 4.78576;0.217444
-2705.86;2486.56 0.133519;-4.92767
2994.42;-4431.57 -1.58559;-1.28651
-2713.54;7303.4 -3.10327;2.44774
1434.34;6462.7 -1.63198;-0.15183
-5439.97;-3221.47 -0.692923;-1.50258
-3062.66;-4499.73 -3.3343;-4.11618
4041.61;7332.19 2.32871;2.27561
-8676.5;3372.74 -0.68804;-1.62343
1528.48;-3967.86 -1.24073;0.583972
-8164.13;2478.57 1.80532;1.65151
-4721.26;5737.08 -4.63805;-0.421918
2447.13;-4628.6 -4.1052;2.53075
-8699.29;-2137.38 0.249489;2.61589
-636.813;-2149.28 -2.4102;-3.69106
-2898.02;3901.8 1.5157;4.36064
-827.48;-2767.55 -3.58516;-1.01886
-8452.82;-1063.39 -2.8811;1.13147
2696.36;-5773.99 -4.07987;-4.28312
5403.43;3384.62 -3.98434;-2.49321
-4643.8;1865.07 -4.56175;-4.41069
5374.13;-2768.22 0.541551;-0.826289
3980.89;1545.02 3.09229;2.55089
-2785.79;8173.33 0.0453196;2.03024
-6702.96;676.329 0.0523396;2.65893
4607.07;-5709.46 -4.22819;-2.46208
-526.896;-6757.66 -3.95474;-2.44682
-3827.77;8889.61 -3.00531;4.32279
-4955.26;3873.06 -3.88791;4.18332
-4726.18;-2532.28 -1.60176;-3.97488
8869.03;-1205.02 -1.38569;0.783257
-6506.72;3112.01 -1.28895;-4.59563
-4366.23;6601.24 4.494;-0.900754
-7274.78;4135.67 0.58977;4.68902
-3648.68;-2354.21 -2.22159;2.86615
-4623.98;-2383.12 1.74917;2.17612
-5631.52;-8766.84 -2.6577;2.53349
-3172.66;3959.42 -2.65252;-4.91333
8168.01;-6328.38 -0.0886564;-3.75698
-1812.74;-7415.71 3.61965;-1.33473
6077.28;1735.54 4.32218;-2.94519
3258.14;-810.892 2.75628;1.53127
3522.82;-633.189 -2.9696;-3.57723
-258.142;1883.41 -0.959349;-2.71966
280.652;1672.1 -1.13239;3.92361
-3238;6880.31 -3.7698;2.33787
-7898.58;2050.43 3.04926;3.23023
-7451.44;1265.4 -3.81191;0.0575275
2576.96;2675.87 4.43266;4.3408
-1564.57;7100.34 -1.23218;1.07593
-8799.37;2180.27 0.0245671;2.05527
-6929.56;2701.9 2.94458;-0.0880461
-2223.73;-5399.07 0.739616;0.699637
4910.22;-751.596 -0.801263;-2.1807
972.819;-2424.22 4.40794;-4.89471
-1058.37;2576.05 3.14875;1.88803
-4793.84;1787.36 0.032197;-2.16575
-352.711;4263.55 0.434126;0.395367
-2284.82;3662.57 3.29615;2.65526
247.255;1948.67 2.84783;4.40886
3932.86;-4677.01 3.32209;4.27091
167.086;-5101.75 -4.2819;-4.3646
-902.274;1741.18 0.67919;4.29441
8754.29;8794.34 -3.45576;0.526292
8045.16;3255.86 -3.35902;3.47591
-2683.98;5911.78 4.87671;0.624866
3418.56;-4776.99 3.6932;0.178991
-2782.64;4298.84 3.44997;-0.828425
-4093.85;4910.81 -2.70928;-4.89227
2482.68;-7542.88 0.566881;3.95291
875.159;-6136.53 -1.13239;2.28263
495.768;-960.567 3.73135;-3.59554
7284.97;5080.71 0.0920134;-3.73318
4905.34;-5884.59 4.5291;-3.03766
2758;-1962.41 -1.62343;-4.35575
965.618;-734.966 4.76318;-3.33583
856.496;309.785 3.63521;2.74468
887.622;-6638.41 3.8348;-4.99969
-1219.42;1004.73 -3.71059;-0.379803
-6312.19;-8802.24 -2.62261;4.01791
-8804.54;-900.467 -3.47011;0.273293
4995.68;7635.19 -2.86187;-1.33198
4216.66;-8834.88 4.81994;-0.868099
-2411.48;-2864.71 2.11234;3.41212
6055.81;6187.71 3.65596;-4.223
7427.66;1844.53 0.925169;-4.93011
-673.873;8105.35 0.575121;-4.08139
-5102.86;5893.47 -4.53612;1.92282
7912.62;6871.53 2.41234;-1.37806
3195.38;-1730.48 -4.23704;-0.93524
-5595.6;1344.14 0.807977;-0.215003
-3808.83;-6957.83 -3.86532;0.00411987
-5098.38;5127.36 -1.0329;1.86453
3311.51;7007.67 2.55272;4.51506
5080.29;-5998.76 -0.33433;-0.147557
-2209.28;-5174.29 1.28468;2.73919
-5980.48;7898.99 4.50896;3.50337
-7778.97;-7577.3 -1.22456;-4.46287
-8126.75;-4657.24 4.43968;-4.19126
-7021.01;2835.56 2.78039;1.09058
642.225;-8477.87 1.49525;-2.27256
-7249.97;788.558 4.74578;-2.24784
-3210.96;3045.45 1.816;-0.841548
1093.14;2144.49 3.44539;3.14936
7671.31;-6497.75 -0.0972013;-3.83114
5632.65;1307.49 -0.140538;-0.46617
-6693.39;5461.13 4.12503;4.47203
7090.62;-8559.68 3.3105;-4.61486
-1165.13;7296.16 3.47865;-0.849788
2853.68;-4169.59 -1.15558;3.26075
5003;1754.8 -4.40764;0.635853
8562.39;3114.96 -4.13602;3.89767
-4364.61;2522.08 -4.01181;-3.06543
-7484.11;3136.63 -1.98874;-3.43532
-8510.43;4115.43 -1.41255;2.1041
-8868.91;-1812.73 4.30082;-4.33622
-3043.96;-1270.98 -2.53166;0.978271
-5812.13;7526.57 1.50197;3.58211
2655.61;4224.82 -0.125278;0.146336
-6763.26;-6254.06 -2.2277;-0.208899
8135.12;-3930.05 0.4738;-4.82238
-3537.17;-3148 -2.45994;-3.79788
-6816.04;-6601.85 -3.13715;4.09909
-7817.96;-6368.42 -2.36229;-1.23493
-1450.19;-4572.34 -3.67122;-2.87896
3888.63;444.843 4.68291;-4.68047
-5426.58;513.433 3.85525;2.61467
4667.21;8546.53 3.71334;-0.300149
2079.68;647.297 1.37867;-0.662099
-5448.17;2031.53 -1.93197;2.08213
1224.33;4947.7 -1.70095;4.91211
8650.5;4744.07 0.521409;-4.41099
3245.38;2920.38 3.23634;0.549181
2631.01;-4423.48 -4.33439;-0.858943
-500.454;-7581.91 -2.96258;2.02719
8078.47;-4474.73 3.54305;-3.44447
1952.66;871.448 -2.96472;-3.08252
4614.65;5313.25 4.52849;1.90176
-3289.43;-7147.1 2.55699;-1.93869
8315.27;7708.76 -4.53581;1.10004
6774.56;2769.82 1.67898;3.29676
1848.24;-1197.26 -2.95953;-0.225684
-3426.62;-6576.73 -0.761284;1.4333
-8352.86;-5255.3 2.42973;-2.64702
-7376.06;-6894.38 -3.91079;4.4818
-4010.38;-3835.88 -2.83166;-2.57836
-7466.26;-5700.86 -0.39079;-3.87265
-305.161;-613.854 0.290384;4.32371
989.825;6094.64 -4.54161;-3.5406
133.937;960.374 -3.28974;-3.98862
-3278.49;-6957.11 0.58855;2.94519
2002.07;-4496.58 0.854671;3.14966
8521.5;3203.34 -2.50206;-2.34214
-3477.79;2464.35 1.54683;4.46471
-2353.29;4631.91 -0.258034;0.75335
-3718.09;-2778.18 -1.86239;-1.65212
-8329.82;67.5938 -1.31123;0.196386
1091.97;-4301.38 -2.1099;0.706351
6940.54;-7499.63 1.52882;-2.26341
1682.23;7700.14 4.6115;-0.935545
-8854.64;-2534.04 0.531175;1.13605
3395.44;1429.53 -1.46504;2.91559
-697.458;-4676.58 3.55312;2.64489
-1256.15;3599.2 -2.54509;0.323954
-1538.08;1347.68 -4.20438;3.7289
-4462.39;-2760.96 -0.892209;0.775323
-5228.18;4677.73 2.81365;-3.95535
-6103.87;8438.27 4.8056;4.28007
2685.75;7275.94 4.77172;-1.33168
1036.28;8663.52 4.31761;-3.27754
-1322.92;2892.21 1.95334;1.56972
-5020.36;5907.62 2.00552;1.46504
1538.86;2670.45 1.51814;-4.66033
-2930.25;4769.42 4.20438;-2.80236
-4989.94;797.838 -4.49034;-2.83135
4586.31;-4568.97 -2.14469;2.04062
-5277;4547.33 0.113987;3.07001
-3333.54;6988 0.39079;3.89553
-6940.1;4387.08 -3.8345;-3.64162
-4331.35;-5646.16 0.863216;-2.95282
-4994.15;8441.08 0.907468;2.37663
6488.93;2512.9 2.33177;-4.98535
2965.18;-694.806 0.997498;-0.529344
-6355.94;4642.26 -4.50743;-0.346232
3805.01;8404.8 -3.23389;-3.7817
2469.02;-208.615 3.5638;-3.49239
-6397.62;6303.46 -2.27409;4.90448
-1291.71;-2591.81 -1.58467;-3.59157
4566.61;-771.154 -0.672475;1.24683
-5872.93;-4757.03 -2.04459;3.33064
-7633.27;-5237.31 0.967589;0.374615
-3028.68;3794.98 4.76012;-1.51112
-8402.09;-3625.84 -4.75219;-0.946227
134.355;-6782.38 -4.04233;0.693839
7540.63;-8688.87 -1.51753;4.16318
6984.1;-6931.66 4.36216;2.95068
-1175.28;2716.2 2.45445;-2.57775
6238.36;8191.44 0.853755;-4.68841
3989.75;-6625.63 -2.57469;-3.63247
2206.31;-1098.16 -1.98599;3.97855
4546.92;-6914.24 -3.60805;1.57796
-5903.87;-3845.79 -4.99237;-3.34803
2815.9;6852.19 0.595569;0.15244
-7043.13;-2432.68 3.71548;4.13602
-4289.99;5015.2 -3.72311;-4.56359
5423.36;-1506.68 -3.88363;-1.81326
3832.28;-4761.4 2.68731;2.9986
2006.75;-1280.7 2.92291;-4.38383
-3373.71;-684.134 1.34358;2.85638
-6253.65;2534.65 3.45943;-1.35762
-3335.17;5705.76 -3.46156;-2.04672
4881.19;-5515.73 -3.20032;1.49098
-8456.49;3889.03 -2.90368;-1.11408
-5257.7;-3093.99 4.14731;3.24824
7170.84;-5620.65 -0.617542;4.88006
-5972.73;-2940.12 2.46727;-3.0398
6465.48;-7908.55 1.55965;1.01611
-4256.18;-8591.9 -0.627613;4.98779
2397.82;5416.47 -0.903195;1.70827
7482.69;5544.7 -0.747246;0.603809
-3543.23;8700.02 1.52669;0.428938
-128.002;1515.28 0.660268;-4.15128
7705.94;-3569.92 0.453352;-4.31486
-1445.96;8175.47 4.9411;-4.3701
-1925.85;-4582.54 -1.18946;3.24763
1724.15;-2386.77 -3.88211;-1.92679
-5886.66;-254.513 1.36891;4.6234
5875.75;2207.41 2.02384;1.12568
-961.545;5064.06 -3.50642;1.78671
-1574.75;-4473.87 -3.31599;-4.5941
-4698.41;938.713 -0.84582;-1.84805
5478.48;-3901.13 3.95016;3.30714
2286.37;-8127.3 -4.82147;-4.19767
640.757;5710.29 2.38029;4.3469
-4948.14;-5949.13 -3.23511;-1.03351
-7518.64;-5944.15 1.37532;-3.23054
1692.41;7849.22 -0.763421;3.74294
8310.99;213.847 -1.44093;-4.60173
-8744.15;1397.25 -0.948363;4.07926
-7936.9;-1753.15 -1.58742;-4.26359
-6895.9;-6714.13 3.05933;3.99655
4063.94;3068.05 2.15598;4.31852
6894.88;5232.92 -0.991394;-3.93216
-62.0947;-6609.16 -1.11805;-4.68871
2960.57;8201.71 -2.69341;-3.85617
-510.887;4306.65 -2.06198;3.36787
-4673.23;2876.06 4.02554;4.32859
-6571.23;1825.71 2.56005;2.72576
-6410.36;5390.01 -4.84069;2.20695
-6737.36;-2544.14 4.75433;2.56127
-7735.76;-8728.48 2.13553;-3.67885
-4688.84;-2381.88 1.43086;-1.41041
-2459.49;-8751.74 -1.43269;-2.10166
-232.254;-679.042 1.78579;0.917844
3424.35;4380.65 -1.73299;-1.17542
-3258.6;-3163.04 -4.06491;-1.85659
5285.27;-7328.94 4.4998;3.87326
7287.85;-635.255 4.79644;-2.28996
-1998.4;-7811.92 0.493331;-0.818048
3487.88;6900.35 1.2215;2.50542
-6114.56;6457.43 1.19526;-3.02271
6635.89;-2868.48 2.3809;3.71517
7628.11;-1123.07 -3.71883;-3.446
-5845.35;-6359.21 3.39473;-0.0773644
8306.98;1573.33 4.41252;1.49861
2128.19;4418.61 2.21671;2.463
-3347.29;6675.55 -1.25721;3.16767
1498.27;6575.6 -4.23368;-2.97845
-3424.26;-8320.36 3.67885;0.414899
4968.7;-5249.05 -2.687;1.48854
-3794.91;8444.41 2.88476;-4.43388
352.357;5305.19 -4.8938;0.0575275
-3438.78;2103.99 -1.45772;-3.35292
-8461.89;-6554.5 2.26157;3.58028
-7866.27;-7710.38 1.85751;-4.1409
6497.83;2332 -2.10959;-3.83541
6334.27;1811.67 4.81964;4.30692
2180.45;-8055.84 -0.51439;-1.97012
6264.82;-3589.58 3.20704;2.97296
-191.411;-5043.89 -3.44844;4.6057
-4776.18;-6566.41 0.847041;-0.0529494
-5842.47;2705.11 -4.50987;1.88406
2047;5942.43 -4.87732;3.89981
5440.3;2574.98 -4.26969;-1.97775
2512.62;-2148.74 3.73104;3.81191
-6944.15;8748.88 -2.88659;1.19312
826.291;7863.54 2.69005;4.94873
-487.052;-1291.58 -1.47603;3.68618
8020.07;3764.13 -4.40336;1.08753
-1564.04;965.058 -2.22587;2.26066
5053.08;-6819.87 4.13694;2.99493
7773.51;898.002 2.73644;4.74609
-4257.47;4990.44 -0.160375;3.15149
-5158.26;-2199.46 3.72463;2.89453
-8244.41;-5865.35 -2.91223;-3.26991
-6157.55;2743.55 -2.87103;1.48122
-191.575;2643.84 -2.62597;-1.17817
-2208.6;-5140.94 0.297708;3.65688
-6432.72;-1231.73 4.81048;-2.08762
-7174.52;-6348.12 -2.32963;2.54906
-7213.23;7306.17 2.88446;-4.39116
-5355.43;2144.04 -1.84042;-0.886715
4544.72;5706.73 2.46757;2.6165
-387.916;-3973.4 3.78567;-3.76461
1727.4;6201.41 1.07379;0.964232
8076.58;-6268.5 -0.442671;-0.916624
8678.28;-8663.87 3.36665;2.48314
-2615.97;-2576.47 4.60692;1.70675
-3439.62;410.107 2.9162;3.53084
2018.29;-2538 4.57121;-0.109104
8322.72;-542.861 -4.79125;-4.03043
3530.73;5257.02 -4.77599;0.256508
6021.31;7020.91 1.90359;4.39268
-2427.5;-7855.32 -2.63817;-4.38719
129.32;3516.72 -3.65932;-0.40025
-6873.46;-3477.92 2.93359;-3.44203
6144.38;-8603.84 0.298929;-1.6744
-3542.17;-2808.09 2.42424;-0.668813
3442.08;-3716.06 2.00308;-0.786004
-2732.3;7369.71 3.48872;-0.0865202
1143.37;-8289.75 -4.61669;-4.95361
-8031.96;4871.08 0.833308;4.38108
1321.06;-8010.26 0.581225;1.21845
-8343.37;-4500.25 -2.65038;-4.49614
-649.591;-1214.75 -4.29136;0.464644
-2651.59;-3.46191 -3.50307;-4.39909
3887.33;-6442.5 -0.14481;3.83633
